passbook_number,farmer_name,mobile_number,village,mandal,district,survey_number,total_land_acres,latitude,longitude
PPB000945,Prakash Reddy,9128981231,Shadnagar,Shadnagar,Rangareddy,SY000945,9.47,17.074813,78.202168
PPB000946,Rajesh Naidu,9318574817,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000946,1.15,17.187601,78.5704
PPB000947,Anil Patel,9416431670,Gachibowli,Serilingampally,Hyderabad,SY000947,9.56,17.435594,78.351847
PPB000948,Ramesh Rao,9329028227,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000948,7.86,17.181224,78.578048
PPB000949,Anil Varma,9626228225,Shamirpet,Shamirpet,Medchal,SY000949,8.91,17.586888,78.558247
PPB000950,Mahesh Yadav,9654950050,Nalgonda,Nalgonda,Nalgonda,SY000950,9.0,17.040684,79.274441
PPB000951,Ramesh Goud,9698221053,Shadnagar,Shadnagar,Rangareddy,SY000951,1.83,17.079764,78.197248
PPB000952,Vijay Sharma,9872904774,Nalgonda,Nalgonda,Nalgonda,SY000952,2.15,17.053127,79.264312
PPB000953,Naveen Reddy,9779323822,Kodad,Kodad,Suryapet,SY000953,3.03,16.989644,79.956896
PPB000954,Kiran Varma,9133424579,Shadnagar,Shadnagar,Rangareddy,SY000954,5.68,17.071543,78.212672
PPB000955,Anil Sharma,9529060320,Miyapur,Serilingampally,Hyderabad,SY000955,2.29,17.486682,78.362895
PPB000956,Rajesh Patel,9097753967,Miyapur,Serilingampally,Hyderabad,SY000956,9.93,17.495064,78.352256
PPB000957,Suresh Yadav,9855245787,Nalgonda,Nalgonda,Nalgonda,SY000957,6.97,17.05336,79.263848
PPB000958,Kiran Reddy,9560821371,Suryapet,Suryapet,Suryapet,SY000958,2.08,17.144254,79.612526
PPB000959,Kiran Verma,9681826832,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000959,8.56,17.184437,78.562334
PPB000960,Srikanth Varma,9298808583,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000960,7.24,17.199943,78.565335
PPB000961,Suresh Rao,9932896340,Miyapur,Serilingampally,Hyderabad,SY000961,9.63,17.504978,78.35293
PPB000962,Rajesh Verma,9752401484,Suryapet,Suryapet,Suryapet,SY000962,2.88,17.144669,79.62188
PPB000963,Ramesh Sharma,9227236266,Gachibowli,Serilingampally,Hyderabad,SY000963,6.32,17.435071,78.345908
PPB000964,Kiran Rao,9619237245,Bachupally,Quthbullapur,Medchal,SY000964,1.1,17.538346,78.363223
PPB000965,Arjun Varma,9737418972,Gachibowli,Serilingampally,Hyderabad,SY000965,1.63,17.44968,78.35711
PPB000966,Venkat Yadav,9064176927,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000966,7.83,17.184493,78.564061
PPB000967,Prakash Patel,9376601444,Kodad,Kodad,Suryapet,SY000967,6.76,16.994577,79.96834
PPB000968,Anil Reddy,9017397396,Shamirpet,Shamirpet,Medchal,SY000968,6.99,17.586779,78.570618
PPB000969,Srikanth Varma,9969860919,Nalgonda,Nalgonda,Nalgonda,SY000969,8.54,17.052854,79.258972
PPB000970,Suresh Naidu,9599660577,Gachibowli,Serilingampally,Hyderabad,SY000970,6.16,17.440555,78.357704
PPB000971,Naveen Kumar,9392051460,Shadnagar,Shadnagar,Rangareddy,SY000971,7.56,17.076989,78.20007
PPB000972,Anil Naidu,9470574238,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000972,7.94,17.190946,78.568438
PPB000973,Arjun Patel,9271559835,Shadnagar,Shadnagar,Rangareddy,SY000973,8.46,17.062026,78.209439
PPB000974,Anil Varma,9726347557,Shadnagar,Shadnagar,Rangareddy,SY000974,9.06,17.075095,78.214186
PPB000975,Ramesh Reddy,9394884882,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000975,4.58,17.193913,78.565972
PPB000976,Mohan Varma,9642585626,Gachibowli,Serilingampally,Hyderabad,SY000976,1.93,17.449221,78.355191
PPB000977,Prakash Varma,9153703824,Shamirpet,Shamirpet,Medchal,SY000977,1.24,17.589189,78.568902
PPB000978,Mahesh Naidu,9732043097,Bachupally,Quthbullapur,Medchal,SY000978,8.54,17.544291,78.368025
PPB000979,Mahesh Sharma,9289696454,Kodad,Kodad,Suryapet,SY000979,4.88,16.99529,79.97351
PPB000980,Anil Goud,9512538921,Bachupally,Quthbullapur,Medchal,SY000980,9.83,17.551684,78.367149
PPB000981,Srikanth Patel,9193583749,Nalgonda,Nalgonda,Nalgonda,SY000981,8.53,17.049205,79.265757
PPB000982,Rajesh Reddy,9208780572,Kodad,Kodad,Suryapet,SY000982,1.57,16.995088,79.974095
PPB000983,Prakash Yadav,9097626374,Shamirpet,Shamirpet,Medchal,SY000983,5.85,17.598193,78.561611
PPB000984,Arjun Goud,9628950905,Kodad,Kodad,Suryapet,SY000984,6.29,17.003492,79.95642
PPB000985,Srikanth Sharma,9233922071,Gachibowli,Serilingampally,Hyderabad,SY000985,3.99,17.431983,78.346971
PPB000986,Arjun Sharma,9672521452,Shadnagar,Shadnagar,Rangareddy,SY000986,7.37,17.077581,78.204994
PPB000987,Kiran Sharma,9335157184,Miyapur,Serilingampally,Hyderabad,SY000987,1.18,17.498123,78.36664
PPB000988,Naveen Patel,9120800564,Kondapur,Serilingampally,Hyderabad,SY000988,1.25,17.466103,78.357267
PPB000989,Ravi Naidu,9972835129,Gachibowli,Serilingampally,Hyderabad,SY000989,4.37,17.433639,78.347714
PPB000990,Srikanth Rao,9709081441,Miyapur,Serilingampally,Hyderabad,SY000990,4.14,17.489608,78.35737
PPB000991,Vijay Naidu,9929578671,Gachibowli,Serilingampally,Hyderabad,SY000991,7.02,17.431409,78.343824
PPB000992,Mahesh Verma,9360507918,Miyapur,Serilingampally,Hyderabad,SY000992,1.82,17.499096,78.365237
PPB000993,Prakash Goud,9868345273,Kodad,Kodad,Suryapet,SY000993,3.64,17.000527,79.963085
PPB000994,Suresh Verma,9071587964,Shadnagar,Shadnagar,Rangareddy,SY000994,5.48,17.075727,78.200744
PPB000995,Srikanth Kumar,9314998250,Kondapur,Serilingampally,Hyderabad,SY000995,5.81,17.448944,78.352059
PPB000996,Anil Goud,9068828503,Bachupally,Quthbullapur,Medchal,SY000996,1.89,17.554999,78.374847
PPB000997,Suresh Naidu,9739900631,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000997,9.32,17.180095,78.566808
PPB000998,Ravi Sharma,9356022939,Ibrahimpatnam,Ibrahimpatnam,Rangareddy,SY000998,7.02,17.197639,78.570457
PPB000999,Mohan Yadav,9346066643,Kodad,Kodad,Suryapet,SY000999,8.35,16.997764,79.967003
PPB001000,Ramesh Verma,9231112712,Shadnagar,Shadnagar,Rangareddy,SY001000,5.83,17.063347,78.209802
